"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"PSV-99";"TOP 5 PSV-99";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Cristina Baudet Lucena";"Cristina Baudet";"953332";"1991-07-08";"Reial Club Deportiu Espanyol";"4041";"74.84";"7";"0";"24.9";"25.3";"0.98";"null";"null";"null";"2.15";"2.96";"9910.97";"110.12";"1397.2";"372.62";"29.55";"38.48";"1.89";"411.1";"31.44";"117.68";"2.23";"100.67";"8.25";"1.37";"0.0";"26.8"
"Macarena Portales Nieto";"Macarena Portales";"953334";"1998-08-02";"Atlético Madrid, Women";"2000";"71.18";"8";"0";"26.49";"27.42";"0.9";"null";"null";"null";"2.08";"2.86";"9338.29";"103.76";"1293.53";"514.95";"39.51";"93.1";"4.58";"608.04";"44.1";"98.0";"4.27";"81.08";"10.12";"1.9";"0.16";"24.02"
"Cristina Cubedo Pitarch";"Cristina Cubedo";"953335";"1999-10-21";"FC Levante Las Planas Badalona";"4040";"97.6";"16";"0";"25.78";"27.34";"0.88";"null";"null";"null";"2.59";"2.96";"8341.54";"92.68";"849.84";"270.06";"21.04";"34.29";"1.79";"304.35";"22.82";"90.08";"2.54";"74.63";"5.19";"0.81";"0.0";"10.14"
"Elena Julve Pérez";"Elena Julve";"953336";"2000-12-08";"FC Levante Las Planas Badalona";"4040";"91.45";"19";"0";"26.33";"27.84";"0.66";"0.77";"1.51";"1.66";"2.05";"2.88";"8983.36";"99.82";"1009.27";"339.46";"31.28";"67.02";"3.83";"406.48";"35.12";"93.28";"4.04";"77.38";"11.08";"2.59";"0.41";"23.31"
"Itziar Pinillos  Moreno";"Itziar Pinillos";"953337";"2000-09-21";"FC Levante Las Planas Badalona";"4040";"101.3";"22";"0";"26.62";"28.12";"0.6";"0.93";"1.58";"null";"2.08";"2.87";"9149.59";"101.66";"1216.23";"459.34";"36.02";"96.08";"4.73";"555.41";"40.75";"100.6";"3.47";"88.48";"8.2";"1.66";"0.69";"17.77"
"Paula Sánchez Tendero";"Paula Sánchez";"953340";"2000-12-25";"FC Levante Las Planas Badalona";"4040";"73.81";"11";"0";"25.35";"26.42";"0.79";"0.83";"null";"null";"2.08";"2.86";"10406.61";"115.63";"1583.44";"523.86";"38.57";"56.64";"4.21";"580.5";"42.79";"104.42";"2.11";"87.13";"7.98";"1.66";"0.33";"31.59"
"Laura Martínez González";"Laura Martínez";"953342";"1999-01-29";"Reial Club Deportiu Espanyol";"4041";"91.08";"8";"0";"25.82";"26.36";"0.99";"null";"1.83";"null";"2.23";"2.87";"9811.33";"109.01";"1527.22";"384.03";"35.08";"60.53";"3.34";"444.55";"38.42";"126.36";"3.58";"106.23";"14.21";"0.86";"0.49";"26.8"
"Irina Priscilla Uribe García";"Irina Uribe";"953343";"1998-07-29";"FC Levante Las Planas Badalona";"4040";"89.52";"14";"0";"27.39";"29.12";"0.71";"0.99";"null";"null";"1.99";"3.01";"9106.33";"101.18";"1221.01";"472.09";"41.36";"119.28";"6.32";"591.37";"47.68";"100.68";"3.81";"83.73";"9.98";"1.94";"0.07";"26.14"
"Nerea Carmona Balsera";"Nerea Carmona";"953344";"2007-01-19";"FC Levante Las Planas Badalona";"4040";"89.91";"5";"0";"25.26";"25.26";"null";"null";"null";"null";"2.45";"3.43";"8376.09";"93.07";"898.13";"279.29";"22.82";"35.04";"2.0";"314.33";"24.83";"96.7";"1.2";"77.68";"5.61";"0.2";"0.0";"15.82"
"Samara Ortiz Cruz";"S. Ortiz";"953345";"1997-07-16";"Real Club Deportivo de La Coruña";"4039";"93.4";"18";"0";"25.24";"26.44";"0.83";"0.94";"null";"null";"2.07";"2.85";"9341.62";"103.8";"1194.51";"345.3";"29.82";"45.29";"2.57";"390.59";"32.39";"104.61";"3.96";"90.85";"11.14";"1.61";"0.16";"21.31"
"Raquel García Yagüe";"Raquel García";"953346";"1997-04-22";"Real Club Deportivo de La Coruña";"4039";"95.41";"19";"0";"25.28";"26.6";"0.84";"null";"null";"null";"2.16";"2.89";"8629.53";"95.88";"996.91";"252.47";"20.85";"31.48";"1.89";"283.94";"22.74";"103.62";"2.53";"83.96";"7.15";"1.19";"0.0";"11.87"
"Paula Gutierrez";"Paola Gutierrez";"953347";"2001-03-02";"Real Club Deportivo de La Coruña";"4039";"90.62";"21";"0";"24.96";"26.14";"0.93";"null";"null";"null";"1.99";"2.76";"9979.51";"110.88";"1379.48";"353.87";"27.38";"29.61";"2.22";"383.47";"29.61";"107.5";"1.56";"91.33";"6.1";"0.66";"0.05";"23.7"
"Eva Dios Nieto";"Eva Dios";"953351";"2002-03-04";"Real Club Deportivo de La Coruña";"4039";"49.93";"1";"0";"24.8";"24.8";"null";"null";"null";"null";"null";"null";"10336.78";"114.85";"1339.19";"232.51";"28.84";"0.0";"1.8";"232.51";"30.64";"108.14";"0.0";"86.52";"3.6";"0.0";"0.0";"23.43"
"Lucía Martínez González";"Lucía Martínez";"953352";"2001-11-27";"Real Club Deportivo de La Coruña";"4039";"85.73";"16";"0";"24.59";"25.78";"0.79";"1.51";"null";"null";"2.4";"3.02";"9424.9";"104.72";"1294.79";"296.24";"25.39";"20.73";"0.98";"316.97";"26.38";"112.13";"1.77";"93.5";"6.1";"0.66";"0.07";"20.27"
"Lucía Rivas Moure";"Lucia Rivas";"953353";"2007-08-23";"Real Club Deportivo de La Coruña";"4039";"74.75";"6";"0";"26.57";"26.82";"0.78";"null";"null";"null";"2.13";"3.07";"9708.8";"107.88";"1363.29";"580.91";"49.16";"103.34";"6.62";"684.26";"55.78";"109.56";"4.41";"87.29";"12.84";"3.01";"0.0";"29.7"
"Paula  Novo";"Paula Novo";"953355";"2005-04-14";"Real Club Deportivo de La Coruña";"4039";"91.83";"12";"0";"26.34";"27.18";"0.86";"0.89";"1.82";"null";"2.09";"2.85";"9060.87";"100.68";"962.3";"314.67";"29.16";"66.48";"3.43";"381.15";"32.59";"91.22";"3.19";"82.16";"8.41";"1.31";"0.33";"21.15"
"Paula  Monteagudo";"Paula Monteagudo";"953356";"2002-05-09";"Real Club Deportivo de La Coruña";"4039";"88.35";"7";"0";"25.43";"25.8";"0.88";"1.44";"null";"null";"2.27";"2.83";"9319.35";"103.55";"1195.26";"418.41";"31.0";"38.57";"1.31";"456.97";"32.31";"101.73";"3.78";"91.39";"8.15";"1.46";"0.15";"16.88"
"Henar Muiña";"Henar Muiña";"953357";"1999-10-20";"Real Club Deportivo de La Coruña";"4039";"71.62";"8";"0";"25.39";"26.68";"0.95";"null";"null";"null";"2.43";"3.15";"9374.13";"104.16";"1120.03";"237.67";"22.15";"38.33";"0.94";"276.0";"23.09";"90.8";"1.57";"81.21";"4.56";"0.63";"0.0";"14.29"
"Millene Cabral Vieira";"Millene Cabral";"953358";"1997-11-29";"Real Club Deportivo de La Coruña";"4039";"75.4";"6";"0";"26.48";"26.74";"0.83";"null";"null";"null";"2.57";"null";"9006.43";"100.07";"944.93";"413.98";"38.99";"81.56";"4.77";"495.54";"43.76";"90.31";"3.78";"73.6";"10.74";"3.38";"0.0";"18.9"
"Ainhoa  Marín";"Ainhoa Marín";"953359";"2001-03-21";"Real Club Deportivo de La Coruña";"4039";"100.47";"23";"0";"27.34";"28.82";"0.59";"0.74";"1.49";"1.79";"1.95";"2.67";"8779.05";"97.54";"1040.47";"518.01";"47.71";"128.57";"7.98";"646.58";"55.7";"95.15";"5.57";"77.62";"16.24";"4.17";"0.93";"31.7"
"Paula Fernández Jiménez";"Paula Fernández";"953362";"1999-07-01";"Real Sociedad, Women";"2001";"96.26";"20";"0";"23.95";"25.84";"0.86";"null";"null";"null";"2.25";"3.1";"9910.55";"110.12";"1237.64";"195.18";"16.46";"11.22";"0.61";"206.4";"17.06";"94.85";"1.64";"83.45";"3.83";"0.23";"0.0";"18.51"
"Naia Landaluze Marquínez";"Naia Landaluze";"953364";"2000-09-25";"Athletic Club de Bilbao, Women";"2010";"95.61";"17";"0";"25.66";"26.8";"0.74";"null";"null";"null";"2.24";"3.14";"8647.1";"96.08";"904.0";"268.22";"22.31";"35.99";"2.21";"304.21";"24.53";"91.36";"2.27";"75.19";"5.2";"1.22";"0.17";"14.06"
"Patricia  Ojeda";"Patri Ojeda";"953365";"1991-03-08";"SD Eibar, Women";"2024";"87.8";"13";"0";"26.46";"27.44";"0.8";"null";"1.54";"null";"2.28";"3.03";"9009.72";"100.11";"1007.3";"355.53";"29.88";"78.77";"4.42";"434.3";"34.3";"98.56";"3.08";"84.61";"7.25";"1.42";"0.71";"18.14"
"Maite Valero Elía";"Maite Valero";"953367";"2003-10-05";"Athletic Club de Bilbao, Women";"2010";"87.96";"18";"0";"23.66";"24.24";"0.87";"null";"null";"null";"2.12";"2.88";"9767.02";"108.52";"1342.16";"265.58";"21.32";"11.03";"0.45";"276.61";"21.77";"107.15";"2.22";"94.93";"7.05";"0.45";"0.0";"27.74"
"Barbara Crisbelis Martinez Flores";"B. Martinez Flores";"953370";"2003-04-22";"UDG Tenerife, Women";"1996";"101.62";"3";"0";"24.5";"24.5";"null";"null";"null";"null";"null";"null";"9157.74";"101.75";"936.7";"246.5";"21.85";"8.27";"0.3";"254.77";"22.14";"100.08";"2.66";"84.14";"7.97";"0.89";"0.0";"17.42"
"Alba Ruiz Soto";"Alba Ruiz";"953607";"2001-11-11";"Madrid CF, Women";"2011";"75.26";"14";"0";"26.6";"27.32";"0.88";"0.88";"null";"null";"2.31";"2.9";"9501.27";"105.57";"1325.29";"429.49";"37.41";"85.93";"4.7";"515.42";"42.11";"104.21";"3.25";"92.0";"8.03";"1.62";"0.0";"25.54"
"Mireia  Masegur torrent";"Mireia Masegur";"953608";"2002-08-19";"SD Eibar, Women";"2024";"95.6";"20";"0";"25.26";"26.28";"0.88";"null";"null";"null";"2.12";"2.9";"8496.17";"94.4";"923.9";"232.06";"19.82";"27.72";"1.6";"259.78";"21.42";"89.15";"1.84";"72.72";"5.27";"0.71";"0.09";"12.94"
"Maitane Vilariño Mendinueta";"Maitane Vilariño";"953699";"2002-06-30";"Athletic Club de Bilbao, Women";"2010";"57.37";"3";"0";"26.57";"26.57";"0.85";"null";"null";"null";"null";"null";"10259.32";"113.99";"1512.23";"369.69";"37.13";"73.21";"5.75";"442.9";"42.88";"111.9";"3.66";"97.26";"7.32";"2.61";"0.0";"31.37"
"Leles de los Ángeles Carrión Egido";"Leles Carrión";"953700";"1997-02-22";"Granada CF, Women";"4071";"85.1";"8";"0";"25.3";"26.0";"0.82";"1.2";"null";"null";"2.34";"3.01";"9267.83";"102.98";"1156.46";"258.97";"22.87";"29.35";"1.85";"288.32";"24.72";"90.56";"2.38";"81.43";"6.61";"1.72";"0.0";"18.11"
"Alba Pérez Manrique";"Alba Perez";"953701";"2000-06-18";"Granada CF, Women";"4071";"100.94";"17";"0";"26.12";"27.78";"0.64";"0.84";"null";"null";"2.25";"3.27";"8551.7";"95.02";"899.16";"264.77";"21.4";"49.51";"1.94";"314.28";"23.34";"82.77";"2.2";"68.45";"4.41";"1.36";"0.05";"11.96"
"Cristina Postigo Martín";"Cristina Postigo";"953703";"1998-04-27";"Granada CF, Women";"4071";"94.61";"11";"0";"25.65";"26.4";"0.77";"null";"null";"null";"2.29";"3.17";"9111.68";"101.24";"1047.57";"343.68";"26.98";"46.1";"2.34";"389.78";"29.32";"92.88";"3.89";"84.32";"7.96";"1.04";"0.17";"14.62"
"Alexia Fernández Díaz";"Alexia Fernández";"953705";"2002-05-28";"Atlético Madrid, Women";"2000";"86.45";"19";"0";"27.86";"29.14";"0.7";"0.72";"1.78";"null";"2.2";"2.6";"9000.04";"100.0";"1087.54";"499.44";"44.27";"165.64";"8.38";"665.08";"52.66";"98.85";"4.93";"83.4";"11.12";"3.29";"0.77";"19.62"
"Laura Maria Pérez Martin";"Laura Pérez";"953707";"1998-06-15";"Granada CF, Women";"4071";"90.15";"17";"0";"27.34";"28.48";"0.63";"0.65";"1.45";"null";"1.83";"2.85";"9648.97";"107.21";"1337.65";"608.61";"50.5";"143.46";"8.1";"752.07";"58.61";"105.58";"6.17";"86.56";"16.44";"3.82";"0.7";"29.83"
"Laura Requena Sánchez";"Lauri Requena";"953708";"1990-05-25";"Granada CF, Women";"4071";"99.42";"17";"0";"26.23";"27.34";"0.77";"0.99";"null";"null";"1.99";"2.88";"10063.84";"111.82";"1376.32";"492.66";"40.47";"63.42";"4.69";"556.08";"45.15";"99.89";"2.72";"86.8";"10.44";"1.12";"0.0";"25.45"
"Amaia Iribarren";"Amaia Iribarren";"953711";"2003-06-06";"SD Eibar, Women";"2024";"78.11";"16";"0";"24.43";"25.34";"1.05";"null";"null";"null";"1.93";"2.68";"9946.6";"110.52";"1406.71";"372.04";"32.34";"24.56";"2.02";"396.6";"34.35";"110.69";"1.44";"101.4";"9.22";"0.94";"0.0";"31.69"
"Jujuba Cardozo";"Jujuba Cardozo";"953712";"1991-09-06";"Granada CF, Women";"4071";"102.03";"16";"0";"27.22";"28.76";"0.68";"0.77";"null";"null";"1.9";"3.1";"8180.55";"90.89";"792.51";"252.28";"22.71";"52.93";"3.31";"305.21";"26.02";"90.14";"2.87";"74.04";"6.17";"1.71";"0.0";"11.96"
"Clara  Rodríguez";"Clara Rodríguez";"953713";"2003-02-12";"Granada CF, Women";"4071";"89.21";"3";"0";"25.63";"25.63";"0.88";"null";"null";"null";"2.45";"3.08";"9845.91";"109.4";"1361.35";"543.13";"36.32";"76.34";"4.04";"619.47";"40.36";"96.85";"6.05";"80.38";"12.11";"4.04";"1.01";"22.2"
"Isa  Álvarez";"Isabel Álvarez";"953714";"1999-06-12";"Sevilla FC, Women";"2013";"103.97";"19";"0";"24.74";"25.96";"0.87";"null";"null";"null";"2.31";"2.88";"8694.39";"96.6";"954.65";"279.6";"20.64";"34.12";"1.41";"313.72";"22.05";"90.3";"2.37";"79.32";"3.96";"0.5";"0.14";"9.48"
"Andrea  Gómez";"Andrea Gomez";"953715";"2003-05-14";"Granada CF, Women";"4071";"87.7";"12";"0";"25.81";"26.86";"0.81";"0.95";"null";"null";"2.07";"2.72";"10771.18";"119.68";"1755.73";"670.91";"52.51";"67.05";"5.39";"737.95";"57.9";"113.49";"4.19";"94.5";"10.69";"2.22";"0.0";"33.18"
"Edna Imade";"E. Imade";"953716";"2000-10-05";"Real Sociedad, Women";"2001";"102.77";"5";"0";"27.42";"27.42";"0.8";"0.86";"1.6";"null";"2.28";"null";"8620.63";"95.78";"1075.24";"416.33";"38.88";"107.19";"6.66";"523.52";"45.54";"97.21";"6.66";"86.35";"13.49";"3.68";"1.23";"23.29"
"Merle Barth";"M. Barth";"953745";"1994-04-21";"Real Club Deportivo de La Coruña";"4039";"99.86";"18";"0";"25.4";"27.0";"0.9";"null";"2.34";"null";"2.23";"2.97";"8670.55";"96.34";"962.15";"279.24";"23.33";"31.29";"2.05";"310.54";"25.39";"92.23";"2.25";"76.66";"4.46";"1.1";"0.3";"14.17"
"Rosa Otermin Abella";"Rosa Otermin";"953746";"2000-10-02";"Atlético Madrid, Women";"2000";"64.29";"8";"0";"26.43";"27.26";"null";"null";"null";"null";"2.08";"3.34";"9302.09";"103.36";"1253.45";"401.43";"35.17";"86.79";"3.85";"488.22";"39.02";"101.49";"4.2";"85.74";"9.97";"1.4";"0.0";"17.85"
"Xenia Perez Almiñana";"Xenia Perez";"953748";"2001-10-28";"Atlético Madrid, Women";"2000";"96.1";"17";"0";"25.98";"26.96";"0.81";"null";"null";"null";"2.09";"3.01";"9055.38";"100.62";"1108.94";"343.7";"28.15";"46.55";"3.31";"390.25";"31.46";"100.04";"2.26";"85.06";"4.85";"0.72";"0.0";"13.28"
"Ines Rizo";"I. Rizo";"953783";"2004-11-12";"Levante UD, Women";"2003";"68.46";"5";"0";"24.6";"24.6";"0.83";"null";"null";"null";"2.32";"2.8";"10137.92";"112.64";"1399.89";"373.37";"30.5";"43.91";"3.16";"417.29";"33.66";"102.28";"2.89";"79.93";"10.52";"1.58";"0.0";"27.35"
"Fatou Dembele";"F. Dembele";"954047";"2000-11-30";"UDG Tenerife, Women";"1996";"89.41";"15";"0";"27.23";"28.98";"0.9";"1.08";"1.64";"null";"2.15";"3.24";"8523.32";"94.7";"792.83";"266.56";"25.37";"52.68";"3.56";"319.24";"28.92";"85.77";"2.28";"71.54";"5.03";"0.81";"0.34";"15.03"
"Daniela Luque";"D. Luque";"954342";"2006-11-02";"Levante UD, Women";"2003";"53.36";"2";"0";"27.5";"27.5";"null";"null";"null";"null";"null";"null";"9416.05";"104.62";"1225.39";"458.78";"38.79";"155.18";"7.59";"613.96";"46.38";"107.11";"3.37";"86.02";"12.65";"0.84";"0.0";"26.99"
"Zoe Matthews";"Z. Matthews";"958272";"2007-05-25";"DUX Logroño";"5155";"87.32";"5";"0";"24.38";"24.38";"null";"null";"null";"null";"2.41";"null";"8656.66";"96.19";"990.04";"256.63";"20.41";"20.41";"1.03";"277.04";"21.44";"92.55";"1.86";"80.18";"4.74";"0.62";"0.0";"12.99"
"Carla Juliá Martínez";"Carla Juliá";"969835";"2006-12-14";"FC Barcelona, Women";"1995";"89.62";"9";"0";"27.2";"27.98";"0.85";"null";"null";"null";"2.03";"2.87";"9298.75";"103.32";"1163.71";"434.84";"39.72";"87.59";"6.47";"522.44";"46.2";"104.55";"4.24";"86.37";"10.71";"2.9";"0.78";"23.99"
"Sonya Camila  Keefe Navarro";"Sonya Keefe";"978182";"2003-04-11";"Granada CF, Women";"4071";"89.9";"16";"0";"26.43";"27.36";"0.81";"0.96";"null";"null";"1.94";"2.88";"9630.97";"107.01";"1260.88";"509.21";"44.43";"73.15";"5.13";"582.35";"49.56";"97.74";"5.51";"80.97";"9.82";"2.88";"0.25";"29.66"
"Manoly Baquerizo Córdova";"M. Baquerizo";"980853";"1998-12-15";"Granada CF, Women";"4071";"101.39";"14";"0";"27.01";"28.0";"0.69";"1.0";"1.83";"null";"2.05";"2.74";"9280.2";"103.11";"1176.01";"461.48";"37.92";"87.06";"5.52";"548.53";"43.43";"102.72";"4.5";"89.91";"11.16";"2.54";"0.38";"21.49"
"Encarnación Jiménez Navarro";"Encarni Jiménez";"981680";"2001-08-30";"Alhama CF";"5154";"90.06";"15";"0";"23.92";"25.02";"1.05";"null";"null";"null";"2.17";"2.78";"9705.34";"107.84";"1534.72";"323.6";"23.59";"20.79";"0.93";"344.39";"24.52";"118.13";"1.87";"102.74";"7.73";"0.47";"0.0";"24.05"
"Sara Martín Díaz";"Sara Martín";"981803";"2004-10-06";"SD Eibar, Women";"2024";"87.12";"20";"0";"26.66";"28.12";"0.68";"0.71";"null";"null";"2.05";"2.72";"9576.44";"106.4";"1196.75";"419.97";"40.65";"86.26";"5.89";"506.23";"46.54";"87.34";"3.56";"70.25";"8.11";"2.43";"0.05";"37.14"
"Celia Gómez García Quijada";"Celia Gómez";"985736";"2008-09-29";"Atlético Madrid, Women";"2000";"105.95";"1";"0";"25.6";"25.6";"null";"null";"null";"null";"null";"null";"8994.05";"99.93";"836.72";"379.71";"31.43";"45.87";"3.4";"425.58";"34.83";"97.69";"2.55";"70.5";"11.89";"0.0";"0.0";"20.39"
"Julia Torres Echevarría";"Julia Torres";"985742";"2009-01-15";"Sevilla FC, Women";"2013";"73.03";"4";"0";"24.7";"24.7";"null";"null";"null";"null";"2.38";"null";"9661.28";"107.35";"1238.55";"416.55";"31.43";"49.91";"3.7";"466.46";"35.12";"110.3";"3.39";"90.89";"9.55";"0.62";"0.0";"22.18"
"Irune Dorado Alosete";"I. Dorado";"985789";"2008-03-22";"Real Madrid, Women";"2016";"88.77";"8";"0";"23.57";"24.24";"0.9";"null";"null";"null";"2.21";"3.18";"9810.31";"109.0";"1045.45";"178.83";"17.36";"4.82";"0.38";"183.64";"17.74";"103.92";"1.65";"91.5";"3.93";"0.51";"0.0";"19.64"
"Elene Gurtubay";"E. Gurtubay";"985791";"2007-10-03";"Athletic Club de Bilbao, Women";"2010";"62.86";"6";"0";"24.75";"25.12";"0.97";"null";"null";"null";"2.47";"3.08";"10692.38";"118.8";"1691.9";"329.79";"26.73";"23.15";"2.15";"352.94";"28.87";"105.95";"1.67";"96.65";"4.77";"0.95";"0.48";"35.79"
"Sintia Vanesa Cabezas Vanegas";"S. Cabezas Vanegas";"985977";"2006-05-01";"Levante UD, Women";"2003";"84.21";"4";"0";"27.88";"27.88";"0.95";"1.18";"null";"null";"2.33";"2.81";"9608.31";"106.76";"1318.07";"609.2";"52.1";"125.85";"6.95";"735.05";"59.05";"109.82";"5.08";"87.37";"17.1";"3.21";"0.53";"45.96"
"Alimata Bélem";"A. Bélem";"989387";"2004-09-02";"SD Eibar, Women";"2024";"100.58";"24";"0";"26.77";"28.94";"0.73";"0.77";"1.49";"1.64";"2.13";"2.67";"8937.07";"99.3";"977.57";"284.14";"27.66";"55.48";"4.25";"339.61";"31.91";"92.09";"2.5";"80.01";"6.67";"1.34";"0.37";"20.21"
"Adama Congo";"A. Congo";"989403";"2004-04-11";"DUX Logroño";"5155";"55.15";"1";"0";"26.8";"26.8";"null";"null";"null";"null";"null";"null";"10024.84";"111.39";"1444.24";"463.46";"52.22";"60.38";"4.9";"523.84";"57.12";"102.81";"13.06";"86.49";"22.85";"0.0";"0.0";"27.74"
"Marta López de Guereñu Arriaga";"M. López de Guereñu Arriaga";"997943";"2003-01-28";"SD Eibar, Women";"2024";"67.1";"2";"0";"25.25";"25.25";"null";"null";"null";"null";"null";"null";"8849.78";"98.33";"971.76";"406.41";"33.53";"37.56";"4.02";"443.96";"37.56";"105.96";"3.35";"92.55";"8.72";"0.67";"0.0";"22.13"
"Opa Clement Tukumbuke";"O. Tukumbuke";"999846";"2001-02-14";"SD Eibar, Women";"2024";"70.61";"6";"0";"25.0";"25.18";"null";"null";"null";"null";"2.21";"3.1";"9256.99";"102.86";"1188.01";"320.8";"30.8";"55.66";"3.4";"376.46";"34.2";"102.4";"5.52";"84.13";"13.17";"1.27";"0.42";"24.64"
"Salome Prat";"S. Prat";"1001274";"2002-01-17";"DUX Logroño";"5155";"86.75";"10";"0";"26.9";"27.64";"0.84";"null";"null";"null";"2.21";"3.06";"9801.13";"108.9";"1342.37";"497.88";"43.99";"109.35";"7.37";"607.23";"51.35";"113.19";"4.05";"89.74";"12.45";"1.76";"0.31";"27.08"
"Paulina Ali";"P. Ali";"1001491";"2003-05-04";"Levante UD, Women";"2003";"97.64";"4";"0";"26.65";"26.65";"0.89";"0.89";"null";"null";"null";"null";"8457.07";"93.97";"890.44";"318.7";"26.96";"55.31";"3.23";"374.01";"30.19";"98.63";"4.15";"80.66";"7.6";"2.77";"0.69";"16.82"
"Zipporah Agama";"Z. Agama";"1001496";"2005-05-02";"Levante UD, Women";"2003";"69.61";"5";"0";"26.9";"26.9";"null";"null";"null";"null";"1.89";"null";"9409.66";"104.55";"1309.15";"499.3";"41.11";"111.44";"8.53";"610.75";"49.65";"100.07";"6.21";"76.28";"12.67";"3.1";"0.0";"33.36"
"Nerea  Sánchez";"N. Sánchez";"1006257";"2004-12-02";"Madrid CF, Women";"2011";"51.09";"2";"0";"25.2";"25.2";"null";"null";"null";"null";"null";"null";"8275.71";"91.95";"930.97";"342.62";"34.35";"43.16";"3.52";"385.78";"37.87";"97.77";"0.88";"75.75";"3.52";"0.0";"0.0";"18.5"
"Lydia Rodríguez Pascual";"L. Rodríguez Pascual";"1010289";"2005-12-15";"Atlético Madrid, Women";"2000";"76.97";"2";"0";"27.3";"27.3";"null";"null";"null";"null";"null";"null";"9195.84";"102.18";"1131.21";"368.89";"30.4";"79.51";"3.51";"448.39";"33.91";"88.28";"4.09";"79.51";"10.52";"1.17";"1.17";"16.37"
"Nancy Amoh";"N. Amoh";"1017953";"2005-09-18";"DUX Logroño";"5155";"93.18";"2";"0";"26.25";"26.25";"null";"null";"null";"null";"null";"null";"9382.63";"104.25";"1255.59";"311.0";"27.53";"43.95";"1.93";"354.95";"29.46";"87.89";"1.93";"77.27";"3.38";"0.97";"0.0";"15.45"
"Gio Garbelini";"G. Garbelini";"1018190";"2003-06-21";"Atlético Madrid, Women";"2000";"69.13";"1";"0";"30.4";"30.4";"null";"null";"null";"null";"null";"null";"9577.58";"106.42";"951.64";"464.75";"58.58";"374.93";"14.32";"839.68";"72.9";"111.96";"5.21";"108.05";"5.21";"2.6";"0.0";"27.34"
"Alma Velasco";"A. Velasco";"1025889";"2006-04-13";"Levante UD, Women";"2003";"94.32";"8";"0";"25.65";"26.4";"0.87";"null";"null";"null";"2.3";"3.09";"8577.28";"95.3";"875.73";"261.1";"21.95";"36.98";"2.27";"298.07";"24.21";"94.82";"3.34";"79.92";"6.68";"1.43";"0.0";"14.19"
"Lucía González Benito Comín";"Lucía Benito";"1025890";"2006-03-02";"Levante UD, Women";"2003";"47.58";"2";"0";"25.95";"25.95";"null";"null";"null";"null";"null";"null";"10087.76";"112.09";"1495.43";"478.61";"40.67";"96.48";"4.73";"575.09";"45.4";"118.23";"3.78";"98.37";"11.35";"3.78";"0.0";"21.76"
"Miku Kojima";"M. Kojima";"1025891";"1996-08-30";"Granada CF, Women";"4071";"84.17";"3";"0";"22.8";"22.8";"null";"null";"null";"null";"null";"null";"9091.96";"101.02";"1069.31";"135.45";"12.12";"0.71";"0.36";"136.16";"12.48";"82.69";"0.71";"74.85";"2.5";"0.36";"0.0";"15.33"
"María Barquero Gutiérrez";"Maria Barquero";"1025892";"2003-01-29";"Granada CF, Women";"4071";"58.17";"1";"0";"26.0";"26.0";"null";"null";"null";"null";"null";"null";"9439.94";"104.89";"1188.31";"485.85";"44.87";"55.7";"4.64";"541.55";"49.51";"92.84";"6.19";"72.72";"15.47";"4.64";"0.0";"34.04"
"Paula Redruello";"P. Redruello";"1025894";"2007-01-27";"Real Club Deportivo de La Coruña";"4039";"56.33";"3";"0";"24.2";"24.2";"null";"null";"null";"null";"2.27";"null";"10365.98";"115.18";"1535.33";"223.67";"21.3";"13.85";"1.07";"237.51";"22.37";"105.44";"1.07";"92.66";"3.73";"0.53";"0.0";"25.56"
"Marta López";"M. López";"1025903";"2003-01-28";"SD Eibar, Women";"2024";"83.93";"3";"0";"25.73";"25.73";"null";"null";"null";"null";"2.18";"null";"9130.1";"101.45";"1120.17";"367.43";"29.67";"58.26";"2.5";"425.69";"32.17";"95.08";"3.57";"81.14";"10.37";"1.79";"0.0";"21.8"
"Sofia  Hernández Gallardo";"Sofia Hernandez";"1025906";"null";"Madrid CF, Women";"2011";"81.59";"3";"0";"26.97";"26.97";"null";"null";"null";"null";"2.37";"null";"9085.91";"100.95";"991.98";"316.93";"29.41";"98.54";"4.41";"415.47";"33.83";"99.64";"4.04";"83.83";"10.66";"2.57";"1.47";"25.0"
"Nerea  Benito";"N. Benito";"1025907";"2004-09-22";"Athletic Club de Bilbao, Women";"2010";"78.83";"4";"0";"27.5";"27.5";"0.68";"0.87";"null";"null";"2.17";"null";"9244.14";"102.71";"1006.42";"416.72";"40.53";"99.33";"7.71";"516.05";"48.24";"111.6";"3.71";"94.48";"11.99";"3.71";"1.14";"19.12"
