"Player";"Short Name";"Player ID";"Birthdate";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Aiara Aguirrezabala Azkue";"A. Aguirrezabala";"807487";"2008-10-02";"94.0";"13";"0";"10014.38";"106.53";"1377.31";"631.31";"54.38";"163.85";"9.08";"795.15";"63.46";"27.51";"28.34";"109.15";"5.54";"98.0";"15.54";"3.08";"0.72";"0.82";"0.54";"1.7";"null";"25.77";"2.06";"2.91";"9588.11";"106.53";"1318.68";"604.44";"52.07";"156.87";"8.69";"761.31";"60.76";"104.51";"5.3";"93.83";"14.88";"2.95";"0.52";"24.67"
"Clara Serrajordi Diaz";"C. Serrajordi";"807489";"2007-12-07";"75.53";"10";"0";"9062.9";"119.98";"1376.8";"275.3";"24.3";"19.5";"2.2";"294.8";"26.5";"25.01";"26.1";"90.6";"2.3";"79.5";"4.0";"0.9";"0.79";"1.17";"0.1";"null";"null";"15.7";"2.3";"3.03";"10798.45";"119.98";"1640.46";"328.02";"28.95";"23.23";"2.62";"351.25";"31.57";"107.95";"2.74";"94.72";"4.77";"1.07";"0.12";"18.71"
"Mia Asenjo";"M. Asenjo";"811253";"2003-03-07";"87.94";"10";"0";"9330.1";"106.1";"1222.9";"508.0";"45.6";"76.3";"5.4";"584.3";"51.0";"27.05";"27.5";"96.7";"4.9";"81.2";"9.7";"3.4";"0.79";"0.96";"0.0";"null";"null";"26.3";"2.07";"2.9";"9548.84";"106.1";"1251.57";"519.91";"46.67";"78.09";"5.53";"598.0";"52.2";"98.97";"5.01";"83.1";"9.93";"3.48";"0.0";"26.92"
"Érika González Lombídez";"Érika Gonzalez";"811780";"2004-08-31";"99.02";"11";"0";"10707.27";"108.13";"1538.73";"476.36";"36.82";"53.09";"3.91";"529.45";"40.73";"25.48";"26.34";"99.18";"2.64";"84.82";"6.91";"0.64";"null";"null";"0.0";"null";"null";"22.09";"2.19";"2.97";"9731.65";"108.13";"1398.52";"432.96";"33.46";"48.25";"3.55";"481.21";"37.02";"90.14";"2.4";"77.09";"6.28";"0.58";"0.0";"20.08"
"Mariana Díaz Leal Arrillaga";"M. Díaz Leal";"812657";"1990-05-29";"69.19";"3";"0";"7494.0";"108.3";"953.33";"431.67";"38.0";"104.67";"5.0";"536.33";"43.0";"26.0";"26.0";"89.33";"5.67";"73.67";"8.67";"5.0";"0.89";"null";"1.33";"null";"null";"24.0";"null";"null";"9747.31";"108.3";"1239.98";"561.46";"49.43";"136.14";"6.5";"697.6";"55.93";"116.19";"7.37";"95.82";"11.27";"6.5";"1.73";"31.22"
"Sydney Joy Schertenleib";"S. Schertenleib";"814051";"2007-01-30";"82.21";"15";"0";"8852.47";"107.68";"1015.6";"334.4";"31.87";"52.33";"4.0";"386.73";"35.87";"26.0";"27.84";"89.13";"2.67";"76.13";"5.6";"1.53";"0.76";"0.87";"0.2";"null";"null";"20.8";"2.15";"2.89";"9691.04";"107.68";"1111.81";"366.08";"34.89";"57.29";"4.38";"423.37";"39.26";"97.58";"2.92";"83.35";"6.13";"1.68";"0.22";"22.77"
"Comfort Yeboah";"C. Yeboah";"815302";"2006-12-17";"85.14";"2";"0";"9109.5";"106.99";"1103.0";"504.0";"41.5";"82.5";"5.5";"586.5";"47.0";"27.0";"27.0";"92.0";"3.5";"83.5";"9.0";"1.0";"null";"null";"0.0";"null";"null";"25.5";"null";"null";"9629.3";"106.99";"1165.94";"532.76";"43.87";"87.21";"5.81";"619.97";"49.68";"97.25";"3.7";"88.26";"9.51";"1.06";"0.0";"26.96"
"Eden Le Guilly";"E. Le Guilly";"816310";"2005-11-25";"89.57";"6";"0";"8620.67";"96.24";"888.17";"281.33";"23.33";"25.83";"2.17";"307.17";"25.5";"24.33";"24.78";"101.83";"3.67";"86.83";"8.0";"1.0";"null";"null";"0.0";"null";"null";"17.0";"2.48";"3.08";"8661.84";"96.24";"892.41";"282.68";"23.44";"25.96";"2.18";"308.63";"25.62";"102.32";"3.68";"87.25";"8.04";"1.0";"0.0";"17.08"
"Milagros Iara Martín";"M. Martín";"833011";"2007-04-26";"91.6";"7";"0";"8281.0";"90.4";"789.0";"291.14";"27.43";"75.14";"3.86";"366.29";"31.29";"26.49";"27.14";"82.57";"3.14";"72.71";"5.29";"0.86";"0.95";"null";"0.29";"null";"null";"12.14";"2.84";"null";"8135.93";"90.4";"775.18";"286.04";"26.95";"73.83";"3.79";"359.87";"30.74";"81.12";"3.09";"71.44";"5.19";"0.84";"0.28";"11.93"
"Barbara López Gorrado";"Barbara López";"836442";"2005-08-30";"67.27";"1";"0";"7613.0";"113.18";"995.0";"652.0";"51.0";"136.0";"9.0";"788.0";"60.0";"27.4";"27.4";"66.0";"4.0";"59.0";"6.0";"4.0";"null";"null";"0.0";"null";"null";"41.0";"null";"null";"10185.88";"113.18";"1331.27";"872.35";"68.24";"181.96";"12.04";"1054.31";"80.28";"88.31";"5.35";"78.94";"8.03";"5.35";"0.0";"54.86"
"Daniela  Agote Aguirre";"Daniela Agote";"836443";"2006-08-27";"94.8";"14";"0";"10607.5";"111.89";"1393.57";"441.86";"39.71";"51.86";"4.0";"493.71";"43.71";"25.83";"26.86";"105.86";"3.21";"87.86";"6.43";"1.71";"0.66";"0.71";"0.29";"null";"null";"35.14";"2.06";"2.78";"10070.03";"111.89";"1322.96";"419.47";"37.7";"49.23";"3.8";"468.7";"41.5";"100.49";"3.05";"83.41";"6.1";"1.63";"0.27";"33.36"
"Aicha Camara";"Aicha Camara";"836445";"2006-12-11";"90.98";"10";"0";"9537.3";"104.83";"1165.8";"459.0";"39.7";"92.8";"6.0";"551.8";"45.7";"27.7";"29.0";"102.8";"4.5";"90.6";"10.3";"3.1";"0.75";"0.84";"0.6";"1.81";"null";"20.4";"2.15";"2.91";"9434.91";"104.83";"1153.28";"454.07";"39.27";"91.8";"5.94";"545.88";"45.21";"101.7";"4.45";"89.63";"10.19";"3.07";"0.59";"20.18"
"IntzaIntza Eguiguren Beraza";"Intza Eguiguren";"836448";"2005-12-29";"79.3";"10";"0";"8898.7";"112.22";"1331.4";"485.5";"38.9";"61.6";"4.1";"547.1";"43.0";"25.8";"26.16";"99.3";"3.1";"89.9";"8.5";"0.4";"null";"null";"0.0";"null";"null";"28.5";"2.22";"2.86";"10099.41";"112.22";"1511.05";"551.01";"44.15";"69.91";"4.65";"620.92";"48.8";"112.7";"3.52";"102.03";"9.65";"0.45";"0.0";"32.35"
"Paula Rubio Peñalver";"Paula Rubio";"836449";"2005-08-28";"75.45";"2";"0";"8376.5";"111.02";"1259.0";"264.0";"24.0";"8.5";"1.0";"272.5";"25.0";"23.85";"23.85";"84.5";"0.5";"69.5";"4.0";"0.5";"null";"null";"0.0";"null";"null";"20.5";"null";"null";"9991.85";"111.02";"1501.79";"314.91";"28.63";"10.14";"1.19";"325.05";"29.82";"100.8";"0.6";"82.9";"4.77";"0.6";"0.0";"24.45"
"Bibiane Schulze-Solano";"Bibiane Schulze";"839825";"1998-11-12";"98.6";"8";"0";"9507.62";"96.43";"1014.12";"252.38";"22.0";"20.12";"1.38";"272.5";"23.38";"25.36";"26.2";"104.5";"2.38";"89.62";"5.62";"1.12";"1.02";"null";"0.0";"null";"null";"16.38";"2.66";"null";"8678.73";"96.43";"925.71";"230.37";"20.08";"18.37";"1.26";"248.74";"21.34";"95.39";"2.17";"81.81";"5.13";"1.03";"0.0";"14.95"
"Dona Scannapieco";"D. Scannapieco";"907615";"2004-06-06";"67.97";"1";"0";"7506.0";"110.44";"1102.0";"250.0";"24.0";"16.0";"2.0";"266.0";"26.0";"25.2";"25.2";"70.0";"2.0";"59.0";"0.0";"1.0";"null";"null";"0.0";"null";"null";"18.0";"null";"null";"9939.28";"110.44";"1459.24";"331.04";"31.78";"21.19";"2.65";"352.23";"34.43";"92.69";"2.65";"78.13";"0.0";"1.32";"0.0";"23.84"
"Nahia Aparicio Jaular";"Nahia Aparicio";"907729";"2004-01-07";"100.42";"12";"0";"10185.08";"101.43";"1128.92";"372.92";"30.42";"61.08";"3.92";"434.0";"34.33";"26.25";"27.4";"104.67";"2.92";"88.5";"4.83";"1.33";"0.88";"0.92";"0.42";"null";"null";"17.42";"2.11";"2.91";"9128.29";"101.43";"1011.78";"334.22";"27.26";"54.75";"3.51";"388.97";"30.77";"93.81";"2.61";"79.32";"4.33";"1.19";"0.37";"15.61"
"Carlota  Suárez";"Carlota Suárez";"921512";"1997-07-19";"80.18";"8";"0";"8017.0";"99.99";"1049.5";"425.75";"35.12";"64.25";"3.62";"490.0";"38.75";"26.31";"26.68";"89.75";"5.25";"71.12";"12.12";"2.88";"0.79";"0.92";"0.5";"null";"null";"18.5";"2.22";"3.15";"8999.2";"99.99";"1178.08";"477.91";"39.43";"72.12";"4.07";"550.03";"43.5";"100.75";"5.89";"79.84";"13.61";"3.23";"0.56";"20.77"
"Celya Barclais";"C. Barclais";"948640";"2001-04-17";"99.57";"7";"0";"10045.14";"100.88";"1113.29";"449.86";"39.0";"100.57";"5.71";"550.43";"44.71";"27.06";"27.36";"110.86";"3.57";"93.71";"12.0";"2.43";"0.8";"null";"0.29";"null";"null";"23.86";"2.46";"2.85";"9079.32";"100.88";"1006.25";"406.6";"35.25";"90.9";"5.16";"497.51";"40.42";"100.2";"3.23";"84.7";"10.85";"2.2";"0.26";"21.56"
"Eider Arana";"Eider Arana";"953263";"2002-04-11";"102.48";"9";"0";"9662.44";"94.29";"962.11";"297.44";"23.33";"32.67";"2.0";"330.11";"25.33";"25.52";"26.06";"100.78";"2.67";"84.67";"5.78";"0.67";"1.21";"null";"0.22";"null";"null";"12.33";"2.64";"3.04";"8485.94";"94.29";"844.96";"261.23";"20.49";"28.69";"1.76";"289.92";"22.25";"88.51";"2.34";"74.36";"5.07";"0.59";"0.2";"10.83"
"Carla Andrés";"Carla Andres";"953264";"2002-12-12";"101.03";"19";"0";"9654.84";"95.57";"1064.53";"316.05";"26.42";"42.16";"3.11";"358.21";"29.53";"25.57";"27.32";"103.74";"2.42";"85.58";"6.16";"0.58";"0.74";"null";"0.11";"null";"null";"17.11";"2.08";"3.03";"8600.93";"95.57";"948.32";"281.55";"23.54";"37.56";"2.77";"319.11";"26.3";"92.41";"2.16";"76.24";"5.49";"0.52";"0.09";"15.24"
"Estefanía Simona Botero Granda";"E. Botero";"953265";"1995-03-14";"102.86";"9";"0";"10088.22";"98.08";"1105.11";"359.0";"31.22";"69.78";"4.11";"428.78";"35.33";"26.86";"27.74";"109.89";"2.89";"93.0";"6.22";"1.78";"0.74";"0.84";"0.56";"null";"null";"15.89";"2.4";"2.94";"8827.17";"98.08";"966.97";"314.12";"27.32";"61.06";"3.6";"375.18";"30.92";"96.15";"2.53";"81.37";"5.44";"1.56";"0.49";"13.9"
"Carolina Marín de la Fuente";"Carol Marín";"953268";"1996-11-27";"94.71";"14";"0";"10238.5";"108.1";"1516.79";"254.64";"19.21";"13.71";"0.79";"268.36";"20.0";"23.24";"24.14";"121.21";"1.57";"108.07";"6.79";"0.14";"null";"null";"0.0";"null";"null";"15.86";"2.26";"2.95";"9729.26";"108.1";"1441.34";"241.98";"18.26";"13.03";"0.75";"255.01";"19.01";"115.19";"1.49";"102.7";"6.45";"0.14";"0.0";"15.07"
"Ángeles  del Álamo Sánchez";"Ángeles del Álamo";"953269";"1998-06-23";"72.46";"4";"0";"8317.75";"114.79";"1258.25";"512.75";"40.25";"68.75";"4.0";"581.5";"44.25";"26.32";"26.32";"92.5";"4.0";"74.0";"10.5";"2.25";"0.85";"null";"0.0";"null";"null";"24.75";"2.54";"null";"10331.42";"114.79";"1562.86";"636.88";"49.99";"85.39";"4.97";"722.28";"54.96";"114.89";"4.97";"91.91";"13.04";"2.79";"0.0";"30.74"
"Laia Balleste Sciora";"Laia Balleste";"953270";"1999-02-22";"94.68";"8";"0";"9327.88";"98.52";"954.75";"322.38";"25.38";"29.88";"2.25";"352.25";"27.62";"25.7";"26.06";"88.12";"2.25";"76.88";"3.62";"0.5";"null";"null";"0.0";"null";"null";"12.88";"2.35";"null";"8866.68";"98.52";"907.55";"306.44";"24.12";"28.4";"2.14";"334.83";"26.26";"83.77";"2.14";"73.07";"3.45";"0.48";"0.0";"12.24"
"Mar Torrás de Fortuny";"Mar Torrás";"953271";"1996-04-06";"93.78";"6";"0";"10587.5";"112.9";"1490.67";"255.33";"20.0";"8.5";"0.67";"263.83";"20.67";"23.75";"24.12";"112.83";"1.33";"92.83";"6.33";"0.33";"null";"null";"0.0";"null";"null";"23.0";"2.4";"3.15";"10160.69";"112.9";"1430.57";"245.04";"19.19";"8.16";"0.64";"253.2";"19.83";"108.28";"1.28";"89.09";"6.08";"0.32";"0.0";"22.07"
"Júlia Guerra Peiró";"Júlia Guerra";"953272";"2002-01-23";"98.34";"7";"0";"10225.71";"103.98";"1234.29";"371.14";"28.43";"50.14";"2.71";"421.29";"31.14";"26.07";"26.58";"98.43";"2.43";"80.43";"4.86";"0.86";"null";"null";"0.0";"null";"null";"19.43";"2.27";"null";"9358.45";"103.98";"1129.6";"339.67";"26.02";"45.89";"2.48";"385.56";"28.5";"90.08";"2.22";"73.61";"4.45";"0.78";"0.0";"17.78"
"Iara Lacosta Sánchez";"Iara Lacosta";"953273";"2001-11-08";"82.66";"6";"0";"9394.17";"113.64";"1350.0";"473.33";"41.5";"73.67";"5.5";"547.0";"47.0";"26.45";"26.66";"104.17";"3.67";"90.67";"12.67";"2.17";"0.76";"null";"0.17";"null";"null";"28.67";"2.14";"2.85";"10227.86";"113.64";"1469.81";"515.34";"45.18";"80.2";"5.99";"595.54";"51.17";"113.41";"3.99";"98.71";"13.79";"2.36";"0.18";"31.21"
"Lucia Vallejo Blazquez";"Lucia Vallejo";"953274";"2003-07-10";"99.87";"17";"0";"10240.18";"102.54";"1221.88";"419.0";"34.0";"85.47";"4.12";"504.47";"38.12";"26.07";"26.78";"112.76";"4.12";"96.71";"9.18";"1.35";"0.83";"0.86";"0.06";"null";"null";"18.76";"2.43";"3.13";"9228.46";"102.54";"1101.16";"377.6";"30.64";"77.03";"3.71";"454.63";"34.35";"101.62";"3.71";"87.15";"8.27";"1.22";"0.05";"16.91"
"Judit Pablos Garrido";"Judit Pablos";"953275";"1997-12-07";"65.53";"1";"0";"7338.0";"111.97";"1069.0";"506.0";"39.0";"118.0";"9.0";"624.0";"48.0";"27.2";"27.2";"66.0";"2.0";"62.0";"5.0";"2.0";"null";"null";"0.0";"null";"null";"14.0";"null";"null";"10077.62";"111.97";"1468.11";"694.91";"53.56";"162.05";"12.36";"856.97";"65.92";"90.64";"2.75";"85.15";"6.87";"2.75";"0.0";"19.23"
"María Gabaldón Romero";"María Gabaldón";"953279";"2004-12-02";"98.04";"12";"0";"10080.33";"102.82";"1244.75";"465.08";"40.92";"108.83";"6.5";"573.92";"47.42";"27.37";"28.74";"113.75";"5.92";"98.58";"14.5";"3.08";"0.78";"0.81";"0.75";"1.7";"null";"23.67";"2.32";"2.91";"9253.91";"102.82";"1142.7";"426.95";"37.56";"99.91";"5.97";"526.86";"43.53";"104.42";"5.43";"90.5";"13.31";"2.83";"0.69";"21.73"
"Débora  García Mateo";"Débora García";"953282";"1989-10-17";"91.14";"15";"0";"8758.33";"96.1";"1000.07";"363.33";"27.6";"76.33";"3.2";"439.67";"30.8";"26.38";"27.66";"88.0";"4.0";"79.0";"7.13";"1.47";"0.74";"0.9";"0.27";"null";"null";"17.4";"2.1";"2.85";"8648.57";"96.1";"987.53";"358.78";"27.25";"75.38";"3.16";"434.16";"30.41";"86.9";"3.95";"78.01";"7.04";"1.45";"0.26";"17.18"
"Alicia Redondo González";"Alicia Redondo";"953284";"2001-11-02";"82.5";"15";"0";"8905.0";"107.95";"1378.0";"281.07";"23.13";"19.0";"1.13";"300.07";"24.27";"24.78";"26.08";"98.07";"1.73";"87.93";"5.8";"0.6";"0.71";"1.25";"0.0";"null";"null";"17.8";"2.28";"2.87";"9715.07";"107.95";"1503.35";"306.63";"25.24";"20.73";"1.24";"327.36";"26.47";"106.99";"1.89";"95.93";"6.33";"0.65";"0.0";"19.42"
"Eva Llamas Hernández";"Eva Llamas";"953285";"1992-05-29";"102.43";"15";"0";"9708.07";"94.77";"986.27";"298.8";"26.27";"40.8";"2.47";"339.6";"28.73";"26.03";"27.22";"103.67";"3.0";"89.67";"6.53";"0.93";"0.87";"0.93";"0.13";"null";"null";"17.2";"2.14";"3.2";"8529.7";"94.77";"866.55";"262.53";"23.08";"35.85";"2.17";"298.38";"25.25";"91.08";"2.64";"78.78";"5.74";"0.82";"0.12";"15.11"
"Fatoumata Kanteh Cham";"Fatou Kanteh";"953286";"1997-07-02";"85.59";"16";"0";"8652.5";"101.09";"1054.75";"475.69";"43.62";"156.38";"7.38";"632.06";"51.0";"28.27";"29.56";"92.75";"5.44";"75.88";"10.75";"4.06";"0.78";"0.82";"0.56";"1.58";"1.63";"20.69";"2.05";"2.87";"9098.25";"101.09";"1109.09";"500.19";"45.87";"164.43";"7.75";"664.62";"53.63";"97.53";"5.72";"79.78";"11.3";"4.27";"0.59";"21.75"
"Raquel Morcillo Aparicio";"Raquel Morcillo";"953288";"1999-04-08";"96.21";"15";"0";"10025.07";"104.2";"1219.93";"427.8";"37.73";"68.53";"4.47";"496.33";"42.2";"26.08";"26.8";"102.27";"4.07";"86.0";"9.47";"1.87";"0.77";"0.84";"0.33";"1.62";"null";"26.8";"2.0";"2.69";"9377.66";"104.2";"1141.15";"400.17";"35.3";"64.11";"4.18";"464.28";"39.47";"95.66";"3.8";"80.45";"8.86";"1.75";"0.31";"25.07"
"Alba Lopez Pérez";"Alba Lopez";"953289";"2004-11-11";"92.47";"2";"0";"9019.0";"97.53";"906.0";"374.0";"33.5";"68.0";"3.5";"442.0";"37.0";"26.0";"26.0";"89.5";"3.5";"81.5";"10.0";"3.0";"null";"null";"0.0";"null";"null";"22.5";"null";"null";"8777.62";"97.53";"881.75";"363.99";"32.6";"66.18";"3.41";"430.17";"36.01";"87.1";"3.41";"79.32";"9.73";"2.92";"0.0";"21.9"
"Millaray Scarleth Cortés Espinoza";"Millaray Cortés";"953290";"2004-06-30";"82.74";"9";"0";"8178.11";"98.84";"981.33";"205.0";"19.67";"17.22";"1.0";"222.22";"20.67";"24.27";"24.96";"91.56";"2.33";"79.67";"7.22";"1.0";"1.1";"null";"0.0";"null";"null";"20.56";"2.32";"2.99";"8895.62";"98.84";"1067.43";"222.99";"21.39";"18.73";"1.09";"241.72";"22.48";"99.59";"2.54";"86.66";"7.86";"1.09";"0.0";"22.36"
"Lucia Pardo Méndez";"Lucía Pardo";"953291";"2000-01-05";"76.03";"8";"0";"8671.12";"114.05";"1299.62";"488.88";"42.25";"71.0";"5.12";"559.88";"47.38";"25.91";"26.42";"86.0";"3.38";"74.12";"9.62";"1.38";"0.89";"null";"0.0";"null";"null";"26.38";"1.97";"2.88";"10264.78";"114.05";"1538.48";"578.72";"50.02";"84.05";"6.07";"662.77";"56.08";"101.81";"4.0";"87.75";"11.39";"1.63";"0.0";"31.22"
"Violeta García Quiles";"Violeta Quiles";"953292";"1999-12-10";"87.85";"4";"0";"9544.75";"108.64";"1354.5";"465.25";"37.5";"93.5";"4.75";"558.75";"42.25";"26.77";"26.77";"107.25";"4.5";"86.75";"8.5";"2.75";"0.75";"0.89";"1.0";"2.03";"null";"26.5";"2.08";"2.82";"9777.88";"108.64";"1387.58";"476.61";"38.42";"95.78";"4.87";"572.4";"43.28";"109.87";"4.61";"88.87";"8.71";"2.82";"1.02";"27.15"
"Eva Alonso González";"Eva Alonso";"953295";"2002-07-23";"102.95";"14";"0";"9948.43";"96.64";"1063.86";"307.29";"23.5";"38.57";"2.07";"345.86";"25.57";"25.38";"26.64";"100.93";"2.57";"84.29";"5.93";"0.93";"0.85";"null";"0.0";"null";"null";"15.5";"2.31";"3.12";"8697.33";"96.64";"930.07";"268.64";"20.54";"33.72";"1.81";"302.36";"22.36";"88.24";"2.25";"73.69";"5.18";"0.81";"0.0";"13.55"
"María  Molina Molero";"María Molina";"953296";"2000-05-09";"93.46";"4";"0";"9420.5";"100.79";"1085.5";"262.0";"20.75";"39.5";"1.75";"301.5";"22.5";"25.32";"25.32";"97.5";"3.0";"81.25";"5.5";"1.5";"null";"null";"0.0";"null";"null";"11.25";"2.86";"null";"9071.5";"100.79";"1045.29";"252.29";"19.98";"38.04";"1.69";"290.33";"21.67";"93.89";"2.89";"78.24";"5.3";"1.44";"0.0";"10.83"
"Raiderlin Nazareth Carrasco Vargas";"R. Carrasco";"953299";"2002-06-11";"91.84";"11";"0";"9762.27";"106.29";"1261.73";"428.73";"38.82";"93.55";"5.55";"522.27";"44.36";"26.29";"26.98";"108.0";"4.09";"88.36";"11.64";"2.18";"0.73";"0.84";"0.73";"1.63";"null";"25.18";"2.16";"2.73";"9566.43";"106.29";"1236.42";"420.13";"38.04";"91.67";"5.43";"511.8";"43.47";"105.83";"4.01";"86.59";"11.4";"2.14";"0.71";"24.68"
"Blanca Muñoz";"Blanca Muñoz";"953305";"2005-04-01";"97.71";"6";"0";"10721.83";"109.74";"1395.33";"571.33";"47.83";"171.67";"9.17";"743.0";"57.0";"28.83";"29.16";"109.0";"6.0";"89.83";"12.83";"4.17";"0.79";"0.91";"0.83";"1.47";"null";"29.0";"2.29";"3.27";"9876.26";"109.74";"1285.29";"526.28";"44.06";"158.13";"8.44";"684.4";"52.5";"100.4";"5.53";"82.75";"11.82";"3.84";"0.77";"26.71"
"Yerliane Glamar Moreno Hernández";"Y. Moreno";"953313";"2000-10-13";"86.53";"5";"0";"9232.4";"106.7";"1096.6";"202.2";"19.0";"4.0";"0.4";"206.2";"19.4";"23.9";"23.9";"97.8";"1.8";"88.6";"2.8";"1.0";"1.29";"null";"0.4";"null";"null";"20.4";"2.42";"2.99";"9602.63";"106.7";"1140.58";"210.31";"19.76";"4.16";"0.42";"214.47";"20.18";"101.72";"1.87";"92.15";"2.91";"1.04";"0.42";"21.22"
"Cinta Del Mar Rodriguez Costa";"Cinta Rodríguez";"953314";"1999-11-07";"99.21";"11";"0";"8863.64";"89.34";"706.0";"193.64";"16.55";"24.27";"0.91";"217.91";"17.45";"25.09";"26.16";"88.0";"1.82";"75.55";"3.64";"0.64";"1.16";"null";"0.0";"null";"null";"8.09";"2.18";"null";"8040.99";"89.34";"640.48";"175.66";"15.01";"22.02";"0.82";"197.68";"15.83";"79.83";"1.65";"68.53";"3.3";"0.58";"0.0";"7.34"
"Sandra  Castelló Oliver";"Sandra Castelló";"953315";"1993-08-07";"100.55";"7";"0";"11050.14";"109.9";"1755.29";"222.0";"18.71";"2.71";"0.71";"224.71";"19.43";"22.64";"23.22";"143.29";"3.14";"117.0";"7.43";"0.43";"null";"null";"0.0";"null";"null";"18.29";"2.35";"3.16";"9890.73";"109.9";"1571.12";"198.71";"16.75";"2.43";"0.64";"201.14";"17.39";"128.25";"2.81";"104.72";"6.65";"0.38";"0.0";"16.37"
"Claudia  Roldán Blanco";"Claudia Blanco";"953316";"1997-03-11";"99.22";"11";"0";"10339.45";"104.21";"1321.27";"399.91";"31.27";"42.36";"2.27";"442.27";"33.55";"25.14";"25.92";"122.64";"3.64";"100.91";"13.91";"2.0";"0.88";"null";"0.0";"null";"null";"19.45";"2.16";"2.88";"9378.98";"104.21";"1198.53";"362.76";"28.37";"38.43";"2.06";"401.19";"30.43";"111.24";"3.3";"91.54";"12.62";"1.81";"0.0";"17.65"
"Laura Camino";"Laura Camino";"953320";"2002-04-01";"100.99";"19";"0";"10385.63";"102.84";"1216.74";"424.05";"36.79";"83.37";"4.37";"507.42";"41.16";"26.09";"27.24";"103.58";"3.95";"89.68";"10.26";"1.53";"0.71";"0.99";"0.11";"null";"null";"23.05";"1.95";"2.78";"9255.41";"102.84";"1084.32";"377.9";"32.79";"74.3";"3.89";"452.2";"36.68";"92.31";"3.52";"79.92";"9.15";"1.36";"0.09";"20.54"
"Ana Marcos Moral";"Anita Marcos";"953323";"2000-07-09";"79.66";"6";"0";"7468.83";"93.76";"825.67";"347.83";"30.83";"41.0";"3.0";"388.83";"33.83";"25.97";"26.22";"80.0";"2.83";"70.33";"5.17";"1.5";"1.02";"null";"0.0";"null";"null";"17.0";"null";"3.19";"8438.77";"93.76";"932.89";"393.0";"34.84";"46.32";"3.39";"439.33";"38.23";"90.39";"3.2";"79.47";"5.84";"1.69";"0.0";"19.21"
"Nuria Garrote Camúñez";"Nuria Garrote";"953329";"1997-06-10";"85.07";"8";"0";"8729.0";"102.61";"1141.5";"393.0";"31.5";"85.0";"3.62";"478.0";"35.12";"26.59";"27.5";"92.5";"3.75";"82.5";"7.88";"0.38";"null";"null";"0.38";"null";"null";"18.12";"2.37";"2.83";"9234.77";"102.61";"1207.64";"415.77";"33.33";"89.93";"3.84";"505.7";"37.16";"97.86";"3.97";"87.28";"8.33";"0.4";"0.4";"19.18"
"Cristina Baudet Lucena";"Cristina Baudet";"953332";"1991-07-08";"85.83";"4";"0";"9383.5";"109.33";"1328.5";"361.75";"29.0";"41.75";"2.0";"403.5";"31.0";"25.0";"25.0";"117.25";"2.5";"94.0";"9.5";"1.75";"1.22";"null";"0.0";"null";"null";"24.0";"2.23";"2.99";"9839.49";"109.33";"1393.06";"379.33";"30.41";"43.78";"2.1";"423.11";"32.51";"122.95";"2.62";"98.57";"9.96";"1.84";"0.0";"25.17"
"Macarena Portales Nieto";"Macarena Portales";"953334";"1998-08-02";"79.53";"4";"0";"8386.0";"105.44";"1220.75";"439.0";"35.5";"61.25";"3.25";"500.25";"38.75";"26.62";"26.62";"95.25";"3.5";"75.25";"8.25";"1.75";"1.2";"null";"0.25";"null";"null";"22.75";"2.4";"2.95";"9489.61";"105.44";"1381.4";"496.77";"40.17";"69.31";"3.68";"566.08";"43.85";"107.78";"3.96";"85.15";"9.34";"1.98";"0.28";"25.74"
"Cristina Cubedo Pitarch";"Cristina Cubedo";"953335";"1999-10-21";"97.54";"15";"0";"9020.87";"92.48";"921.0";"289.33";"22.8";"38.8";"2.0";"328.13";"24.8";"25.85";"27.34";"97.87";"2.87";"80.73";"5.73";"0.87";"0.88";"null";"0.0";"null";"null";"10.87";"2.63";"2.96";"8323.25";"92.48";"849.78";"266.96";"21.04";"35.8";"1.85";"302.76";"22.88";"90.3";"2.64";"74.49";"5.29";"0.8";"0.0";"10.03"
"Elena Julve Pérez";"Elena Julve";"953336";"2000-12-08";"96.04";"15";"0";"9546.27";"99.4";"1044.6";"371.27";"33.87";"74.87";"4.33";"446.13";"38.2";"26.26";"27.5";"98.87";"4.6";"82.27";"12.2";"3.07";"0.66";"0.77";"0.47";"1.55";"1.66";"25.6";"2.05";"2.88";"8946.1";"99.4";"978.93";"347.93";"31.74";"70.16";"4.06";"418.09";"35.8";"92.65";"4.31";"77.09";"11.43";"2.87";"0.44";"23.99"
